Date,Open,High,Low,Close,Adj Close,Volume
2002-12-23,40.851501,48.389576,40.705601,47.319656,31.497606,17672356
2002-12-24,48.049145,50.578049,47.660084,48.243675,32.112663,15696373
2002-12-25,48.243675,48.243675,48.243675,48.243675,32.112663,0
2002-12-26,48.632740,49.362228,47.465553,47.708717,31.756575,4182425
2002-12-27,49.070435,50.188988,47.660084,48.973167,32.598240,5895949
2002-12-30,48.632740,48.632740,47.368286,47.708717,31.756575,2137393
2002-12-31,47.611450,49.070435,47.465553,48.292309,32.145035,2703263
2003-01-01,48.632740,48.924534,47.757347,48.195045,32.080292,1980501
2003-01-02,48.389576,48.827271,47.416920,47.660084,31.724199,1672415
2003-01-03,48.146412,48.632740,47.708717,48.146412,32.047928,2494500
2003-01-06,48.292309,48.340942,44.936649,45.131180,30.040878,2095719
2003-01-07,45.179813,46.347000,43.866730,45.860672,30.526443,3110089
2003-01-08,45.909306,46.784695,45.860672,46.152470,30.720684,1502442
2003-01-09,46.201103,50.529415,46.103836,49.897190,33.213299,7525263
2003-01-10,50.529415,53.058319,49.119064,50.967110,33.925468,8925420
2003-01-13,51.453438,52.912418,50.772579,52.182930,34.734764,3580028
2003-01-14,52.669254,53.398746,51.550701,52.717888,35.090858,3723028
2003-01-15,53.204216,54.225506,52.620625,53.739178,35.770660,4139475
2003-01-16,53.593277,54.857731,53.593277,54.225506,36.094372,3742346
2003-01-17,54.468666,54.857731,53.350113,54.079605,35.997261,2538264
2003-01-20,54.225506,57.678429,54.225506,57.143467,38.036674,8251433
2003-01-21,58.845615,66.821381,57.581161,65.994629,43.928303,18386973
2003-01-22,67.113182,70.663368,64.146584,65.751465,43.766453,18288468
2003-01-23,65.654198,70.079781,64.292480,67.842674,45.158440,16129535
2003-01-24,67.842674,68.766693,62.638969,63.514359,42.277351,8165154
2003-01-27,64.681541,64.681541,58.602451,59.769634,39.784740,6289079
2003-01-28,60.304596,63.514359,59.477840,62.833500,41.824158,6841612
