Date,Open,High,Low,Close,Adj Close,Volume
2002-07-01,40.111111,40.724445,40.111111,40.435555,31.356071,3709080
2002-07-02,40.555553,40.933334,40.444443,40.533333,31.431883,2500024
2002-07-03,40.688889,40.755554,40.022221,40.080002,31.080345,1910772
2002-07-04,40.244446,40.377777,39.835556,39.924442,30.959705,1515924
2002-07-05,39.799999,40.222221,39.799999,40.022221,31.035536,1038928
2002-07-08,40.644444,40.866665,40.000000,40.791111,31.631786,1772149
2002-07-09,40.888889,41.222221,40.502220,40.613335,31.493927,2892991
2002-07-10,40.111111,40.711109,40.000000,40.502220,31.407761,1063845
2002-07-11,40.422222,40.666664,40.102222,40.155556,31.138927,1413315
2002-07-12,40.444443,40.555553,40.080002,40.355556,31.294022,1485990
2002-07-15,40.377777,40.377777,39.733334,40.222221,31.190626,2159154
2002-07-16,39.555553,40.333332,39.555553,40.057777,31.063110,1652139
2002-07-17,39.777779,40.000000,39.480000,39.768887,30.839088,1308973
2002-07-18,39.888889,40.133331,39.702221,40.022221,31.035536,1634161
2002-07-19,39.777779,40.377777,39.777779,40.235554,31.200968,4430164
2002-07-22,38.599998,38.599998,37.346664,37.488888,29.071041,2559451
2002-07-23,37.511112,37.880001,37.022221,37.435555,29.029690,1543779
2002-07-24,37.155556,37.502220,37.111111,37.168888,28.822905,1839717
2002-07-25,37.888889,37.888889,36.133331,36.435555,28.254229,9698058
2002-07-26,36.311111,36.711109,36.111111,36.266666,28.123270,2582338
2002-07-29,36.422222,36.657776,35.577778,35.866665,27.813078,1608246
2002-07-30,36.444443,36.444443,35.111111,35.368889,27.427074,1532263
2002-07-31,34.911110,35.555553,34.724445,35.279999,27.358147,1588950
2002-08-01,34.888889,35.488888,34.888889,34.955555,27.106552,939127
2002-08-02,34.777779,35.266666,34.444443,35.155556,27.261644,1121058
2002-08-05,35.333332,36.644444,35.333332,36.444443,28.261124,1788777
2002-08-06,36.200001,36.422222,35.577778,36.257778,28.116371,968539
2002-08-07,36.644444,36.644444,36.266666,36.355556,28.192194,884349
2002-08-08,36.444443,37.466667,36.333332,36.435555,28.254229,2182081
2002-08-09,36.444443,37.711109,36.422222,36.866665,28.588535,3620929
2002-08-12,37.044445,37.644444,36.746666,37.066666,28.743628,2180412
2002-08-13,37.088886,37.400002,36.835556,37.102222,28.771204,844686
2002-08-14,37.111111,37.444443,36.946667,37.266666,28.898720,893839
2002-08-15,37.266666,37.266666,37.266666,37.266666,28.898720,0
2002-08-16,37.435555,38.222221,37.333332,37.911110,29.398457,2908156
2002-08-19,38.502220,38.622223,37.911110,38.111111,29.553553,4380849
2002-08-20,38.222221,38.422222,38.066666,38.346664,29.736216,1884010
2002-08-21,38.000000,38.911110,37.799999,38.768887,30.063625,3296326
2002-08-22,39.066666,39.222221,38.822224,39.133331,30.346241,4005877
2002-08-23,39.546665,40.111111,39.035557,39.933334,30.966612,6834802
2002-08-26,40.124443,41.435555,40.124443,41.057777,31.838570,11248938
2002-08-27,41.311111,41.502220,40.244446,41.266666,32.000553,8647789
2002-08-28,40.502220,41.244446,40.502220,41.133331,31.897154,4746235
2002-08-29,41.555553,41.777779,41.213333,41.568890,32.234917,5962054
2002-08-30,40.777779,41.111111,40.480000,40.813332,31.649017,4825647
2002-09-02,41.088886,41.555553,37.133331,40.644444,31.518044,2064600
2002-09-03,40.000000,40.488888,39.888889,39.991112,31.011410,3253635
2002-09-04,39.777779,40.168888,39.333332,40.000000,31.018307,2993845
2002-09-05,40.022221,40.688889,39.946667,40.444443,31.362953,2468727
2002-09-06,40.555553,40.711109,39.946667,40.013332,31.028645,1862496
2002-09-09,39.888889,40.213333,39.680000,39.991112,31.011410,921829
2002-09-10,39.991112,39.991112,39.991112,39.991112,31.011410,0
2002-09-11,40.191113,40.222221,39.955555,40.022221,31.035536,799830
2002-09-12,40.000000,40.657776,39.955555,40.377777,31.311255,1589184
2002-09-13,40.911110,41.711109,40.177776,40.257778,31.218201,2314170
2002-09-16,40.444443,40.533333,40.177776,40.235554,31.200968,954940
2002-09-17,40.391109,40.622223,40.235554,40.488888,31.397419,767758
2002-09-18,40.000000,40.844444,40.000000,40.457775,31.373293,1567084
2002-09-19,40.000000,40.591110,40.000000,40.377777,31.311255,1522656
2002-09-20,40.000000,40.577778,40.000000,40.435555,31.356071,1161648
2002-09-23,40.466667,40.502220,40.311111,40.368889,31.304365,893119
2002-09-24,40.200001,40.422222,39.391109,39.733334,30.811525,1465078
2002-09-25,39.546665,39.555553,38.733334,38.857777,30.132561,2070009
2002-09-26,38.888889,39.333332,38.168888,38.266666,29.674177,2245162
2002-09-27,38.444443,38.502220,37.666664,37.755554,29.277832,5235849
2002-09-30,37.444443,37.955555,37.124443,37.257778,28.891830,2770704
2002-10-01,36.724445,37.377777,36.724445,37.111111,28.778097,956223
2002-10-02,37.111111,37.111111,37.111111,37.111111,28.778097,0
2002-10-03,37.444443,37.711109,37.155556,37.288887,28.915947,1258051
2002-10-04,37.533333,37.622223,37.222221,37.391109,28.995218,951331
2002-10-07,37.768887,38.044445,37.400002,37.902222,29.391569,1377747
2002-10-08,38.191113,38.191113,37.902222,38.022221,29.484627,2341683
2002-10-09,38.213333,38.488888,38.013332,38.235554,29.650049,1962693
2002-10-10,38.555553,38.666664,37.857777,38.244446,29.656948,848902
2002-10-11,38.768887,38.768887,38.111111,38.244446,29.656948,1389636
2002-10-14,39.835556,40.377777,39.613335,40.235554,31.200968,8814321
2002-10-15,40.235554,40.235554,40.235554,40.235554,31.200968,0
2002-10-16,40.635555,40.635555,40.235554,40.546665,31.442226,2409858
2002-10-17,40.533333,42.146667,40.391109,42.022221,32.586445,4899537
2002-10-18,42.222221,42.444443,41.000000,41.902222,32.493393,3001617
2002-10-21,42.000000,42.000000,41.244446,41.844444,32.448593,1880032
2002-10-22,42.777779,42.777779,41.235554,41.311111,32.035011,1635525
2002-10-23,41.279999,41.333332,41.035557,41.235554,31.976425,1090525
2002-10-24,41.222221,41.444443,41.102222,41.168888,31.924730,1062405
2002-10-25,40.666664,41.533333,40.666664,41.244446,31.983324,1884136
2002-10-28,41.333332,41.333332,41.111111,41.200001,31.948860,1037448
2002-10-29,41.111111,41.777779,40.888889,41.702221,32.338303,1670868
2002-10-30,41.644444,41.724445,41.111111,41.635555,32.286617,1123609
2002-10-31,41.524445,42.000000,41.524445,41.902222,32.493393,3234775
2002-11-01,41.666664,42.279999,41.666664,41.977776,32.551983,2127649
2002-11-04,42.222221,42.333332,42.044445,42.168888,32.700180,461115
2002-11-05,42.222221,43.200001,42.057777,42.924442,33.286095,2325154
2002-11-06,42.924442,42.924442,42.924442,42.924442,33.286095,0
2002-11-07,43.191113,43.191113,42.235554,42.377777,32.862179,1580611
2002-11-08,43.000000,43.835556,42.666664,43.435555,33.682438,4796464
2002-11-11,43.555553,43.755554,43.133331,43.324444,33.596268,1813365
2002-11-12,43.168888,43.266666,42.888889,43.124443,33.441177,1793362
2002-11-13,43.266666,43.422222,42.555553,42.733334,33.137894,3112983
2002-11-14,42.666664,43.155556,42.613335,42.724445,33.131004,1496961
2002-11-15,42.902222,43.102222,42.400002,42.813332,33.199928,1876644
2002-11-18,43.000000,43.657776,42.022221,42.768887,33.165466,4090977
2002-11-19,42.768887,42.768887,42.768887,42.768887,33.165466,0
2002-11-20,42.688889,42.991112,41.555553,42.813332,33.199928,3215218
2002-11-21,44.333332,45.200001,43.266666,43.333332,33.603149,5462640
2002-11-22,43.422222,45.733334,42.844444,45.168888,35.026562,13755784
2002-11-25,45.857777,45.977776,44.080002,44.244446,34.309704,11834545
2002-11-26,44.222221,44.844444,43.791111,44.266666,34.326931,4445869
2002-11-27,44.222221,45.955555,43.799999,44.533333,34.533707,17878828
2002-11-28,44.911110,45.733334,44.822224,45.435555,35.233353,7935615
2002-11-29,46.244446,46.444443,44.911110,45.577778,35.343643,6705027
2002-12-02,47.511112,47.511112,45.146667,45.400002,35.205776,4943533
2002-12-03,45.711109,45.711109,44.124443,44.266666,34.326931,2909682
2002-12-04,42.888889,44.444443,42.888889,43.511112,33.741013,2827377
2002-12-05,43.666664,44.813332,43.613335,43.866665,34.016735,3419167
2002-12-06,44.444443,44.777779,43.866665,44.635555,34.612991,2154298
2002-12-09,44.857777,45.555553,43.835556,44.244446,34.309704,2670601
2002-12-10,44.000000,44.444443,43.635555,44.266666,34.326931,1149660
2002-12-11,44.444443,44.644444,43.777779,43.924442,34.061546,1602972
2002-12-12,44.168888,44.168888,43.702221,43.955555,34.085663,617044
2002-12-13,44.000000,44.635555,44.000000,44.146667,34.233875,2313391
2002-12-16,44.666664,44.666664,43.888889,44.080002,34.182178,1658191
2002-12-17,44.222221,44.222221,43.413334,43.524445,33.751369,976140
2002-12-18,43.799999,45.168888,43.599998,44.422222,34.447552,9846864
2002-12-19,44.413334,45.088886,44.413334,44.568890,34.561283,2943229
2002-12-20,44.657776,45.044445,44.124443,44.311111,34.361397,2145852
2002-12-23,43.688889,44.546665,43.688889,44.155556,34.240772,1300698
2002-12-24,44.000000,44.666664,44.000000,44.480000,34.492352,1627767
2002-12-25,44.480000,44.480000,44.480000,44.480000,34.492352,0
2002-12-26,44.444443,45.466667,44.257778,44.724445,34.681911,8073936
2002-12-27,44.666664,46.111111,44.666664,45.968887,35.646927,6796165
2002-12-30,46.444443,47.066666,46.133331,46.822224,36.308655,7411014
2002-12-31,47.000000,47.555553,46.813332,47.400002,36.756699,4987710
2003-01-01,47.488888,47.635555,46.888889,47.044445,36.480980,2485881
2003-01-02,47.111111,47.488888,46.680000,46.791111,36.284531,2634268
2003-01-03,46.822224,47.111111,45.333332,45.488888,35.274712,3617793
2003-01-06,45.635555,45.777779,44.444443,44.657776,34.630211,3239698
